GENESIS-Tabelle: Darmstadt
Einpendelverflechtungen nach Geschlecht - Jahr - regionale;;;;;;
Tiefe: Gemeinden bzw. Gemeindeverbände;;;;;;
Pendlerrechnung der Länder;;;;;;
Stichtag: 30.06.2022;;;;;;
Arbeitsort: Darmstadt, Wissenschaftsstadt;;;;;;
;;Einpendelnde von ...;Einpendelnde von ...;Einpendelnde von ...;Anteil an allen Einpendelnden in den Arbeitsort;Luftlinienentfernung
;;Insgesamt;männlich;weiblich;;
;;Anzahl;Anzahl;Anzahl;Prozent;km
093770119119;Fuchsmühl, M;-;-;-;-;-
093770127127;Immenreuth;-;-;-;-;-
093770131131;Konnersreuth, M;-;-;-;-;-
093770133133;Kulmain;-;-;-;-;-
093770139139;Mähring, M;-;-;-;-;-
093770142142;Bad Neualbenreuth, M;-;-;-;-;-
093770146146;Plößberg, M;-;-;-;-;-
093770154154;Tirschenreuth, St;-;-;-;-;-
093770157157;Waldershof, St;-;-;-;-;-
093770158158;Waldsassen, St;-;-;-;-;-
093775347137;Leonberg;-;-;-;-;-
093775347141;Mitterteich, St;-;-;-;-;-
093775347145;Pechbrunn;-;-;-;-;-
093775348128;Kastl;-;-;-;-;-
093775348129;Kemnath, St;-;-;-;-;-
093775349113;Brand;-;-;-;-;-
093775349115;Ebnath;-;-;-;-;-
093775349143;Neusorg;-;-;-;-;-
093775349148;Pullenreuth;-;-;-;-;-
093775350132;Krummennaab;-;-;-;-;-
093775350149;Reuth b.Erbendorf;-;-;-;-;-
093775351117;Falkenberg, M;-;-;-;-;-
093775351159;Wiesau, M;-;-;-;-;-
094610000000;Bamberg;21;15;6;0,0;160,5
094620000000;Bayreuth;-;-;-;-;-
094630000000;Coburg;-;-;-;-;-
094640000000;Hof;-;-;-;-;-
094710111111;Altendorf;-;-;-;-;-
094710117117;Bischberg;-;-;-;-;-
094710119119;Breitengüßbach;-;-;-;-;-
094710123123;Buttenheim, M;-;-;-;-;-
094710131131;Frensdorf;-;-;-;-;-
094710137137;Gundelsheim;-;-;-;-;-
094710140140;Hallstadt, St;-;-;-;-;-
094710142142;Heiligenstadt i.OFr., M;-;-;-;-;-
094710145145;Hirschaid, M;-;-;-;-;-
094710150150;Kemmern;-;-;-;-;-
094710155155;Litzendorf;-;-;-;-;-
094710159159;Memmelsdorf;-;-;-;-;-
094710165165;Oberhaid;-;-;-;-;-
094710169169;Pettstadt;-;-;-;-;-
094710172172;Pommersfelden;-;-;-;-;-
094710174174;Rattelsdorf, M;-;-;-;-;-
094710185185;Scheßlitz, St;-;-;-;-;-
094710191191;Stegaurach;-;-;-;-;-
094710195195;Strullendorf;-;-;-;-;-
094710207207;Viereth-Trunstadt;-;-;-;-;-
094710208208;Walsdorf;-;-;-;-;-
094710214214;Zapfendorf, M;-;-;-;-;-
094710220220;Schlüsselfeld, St;-;-;-;-;-
094715401115;Baunach, St;-;-;-;-;-
094715401133;Gerach;-;-;-;-;-
094715401152;Lauter;-;-;-;-;-
094715401175;Reckendorf;-;-;-;-;-
094715403151;Königsfeld;-;-;-;-;-
094715403189;Stadelhofen;-;-;-;-;-
094715403209;Wattendorf;-;-;-;-;-
094715407122;Burgwindheim, M;-;-;-;-;-
094715407128;Ebrach, M;-;-;-;-;-
094715408120;Burgebrach, M;-;-;-;-;-
094715408186;Schönbrunn i.Steigerwald;-;-;-;-;-
094715445154;Lisberg;-;-;-;-;-
094715445173;Priesendorf;-;-;-;-;-
094720111111;Ahorntal;-;-;-;-;-
094720116116;Bad Berneck i.Fichtelgebirge, St;-;-;-;-;-
094720119119;Bindlach;-;-;-;-;-
094720121121;Bischofsgrün;-;-;-;-;-
094720131131;Eckersdorf;-;-;-;-;-
094720138138;Fichtelberg;-;-;-;-;-
094720139139;Gefrees, St;-;-;-;-;-
094720143143;Goldkronach, St;-;-;-;-;-
094720150150;Heinersreuth;-;-;-;-;-
094720164164;Mehlmeisel;-;-;-;-;-
094720175175;Pegnitz, St;-;-;-;-;-
094720179179;Pottenstein, St;-;-;-;-;-
094720190190;Speichersdorf;-;-;-;-;-
094720197197;Waischenfeld, St;-;-;-;-;-
094720198198;Warmensteinach;-;-;-;-;-
094725412115;Aufseß;-;-;-;-;-
094725412154;Hollfeld, St;-;-;-;-;-
094725412176;Plankenfels;-;-;-;-;-
094725413141;Glashütten;-;-;-;-;-
094725413167;Mistelgau;-;-;-;-;-
094725414140;Gesees;-;-;-;-;-
094725414155;Hummeltal;-;-;-;-;-
094725414166;Mistelbach;-;-;-;-;-
094725415133;Emtmannsberg;-;-;-;-;-
094725415156;Kirchenpingarten;-;-;-;-;-
094725415188;Seybothenreuth;-;-;-;-;-
094725415199;Weidenberg, M;-;-;-;-;-
094725416127;Creußen, St;-;-;-;-;-
094725416146;Haag;-;-;-;-;-
094725416180;Prebitz;-;-;-;-;-
094725416184;Schnabelwaid, M;-;-;-;-;-
094725417118;Betzenstein, St;-;-;-;-;-
094725417177;Plech, M;-;-;-;-;-
094730112112;Ahorn;-;-;-;-;-
094730120120;Dörfles-Esbach;-;-;-;-;-
094730121121;Ebersdorf b.Coburg;-;-;-;-;-
094730132132;Großheirath;-;-;-;-;-
094730138138;Itzgrund;-;-;-;-;-
094730141141;Lautertal;-;-;-;-;-
094730144144;Meeder;-;-;-;-;-
094730151151;Neustadt b.Coburg, GKSt;-;-;-;-;-
094730158158;Bad Rodach, St;-;-;-;-;-
094730159159;Rödental, St;-;-;-;-;-
094730165165;Seßlach, St;-;-;-;-;-
094730166166;Sonnefeld;-;-;-;-;-
094730170170;Untersiemau;-;-;-;-;-
094730174174;Weidhausen b.Coburg;-;-;-;-;-
094730175175;Weitramsdorf;-;-;-;-;-
094735418134;Grub a.Forst;-;-;-;-;-
094735418153;Niederfüllbach;-;-;-;-;-
094740123123;Eggolsheim, M;-;-;-;-;-
094740124124;Egloffstein, M;-;-;-;-;-
094740126126;Forchheim, GKSt;-;-;-;-;-
094740129129;Gößweinstein, M;-;-;-;-;-
094740133133;Hallerndorf;-;-;-;-;-
094740134134;Hausen;-;-;-;-;-
094740135135;Heroldsbach;-;-;-;-;-
094740140140;Igensdorf, M;-;-;-;-;-
094740146146;Langensendelbach;-;-;-;-;-
094740154154;Neunkirchen a.Brand, M;-;-;-;-;-
094740156156;Obertrubach;-;-;-;-;-
094740161161;Pretzfeld, M;-;-;-;-;-
094740176176;Wiesenttal, M;-;-;-;-;-
094745420121;Ebermannstadt, St;-;-;-;-;-
094745420168;Unterleinleiter;-;-;-;-;-
094745422145;Kunreuth;-;-;-;-;-
094745422158;Pinzberg;-;-;-;-;-
094745422175;Wiesenthau;-;-;-;-;-
094745423143;Kirchehrenbach;-;-;-;-;-
094745423147;Leutenbach;-;-;-;-;-
094745423171;Weilersbach;-;-;-;-;-
094745425122;Effeltrich;-;-;-;-;-
094745425160;Poxdorf;-;-;-;-;-
094745426119;Dormitz;-;-;-;-;-
094745426137;Hetzles;-;-;-;-;-
094745426144;Kleinsendelbach;-;-;-;-;-
094745427132;Gräfenberg, St;-;-;-;-;-
094745427138;Hiltpoltstein, M;-;-;-;-;-
094745427173;Weißenohe;-;-;-;-;-
094750112112;Bad Steben, M;-;-;-;-;-
094750113113;Berg;-;-;-;-;-
094750120120;Döhlau;-;-;-;-;-
094750128128;Geroldsgrün;-;-;-;-;-
094750136136;Helmbrechts, St;-;-;-;-;-
094750141141;Köditz;-;-;-;-;-
094750142142;Konradsreuth;-;-;-;-;-
094750154154;Münchberg, St;-;-;-;-;-
094750156156;Naila, St;-;-;-;-;-
094750158158;Oberkotzau, M;-;-;-;-;-
094750161161;Regnitzlosau;-;-;-;-;-
094750162162;Rehau, St;-;-;-;-;-
094750168168;Schwarzenbach a.d.Saale, St;-;-;-;-;-
094750169169;Schwarzenbach a.Wald, St;-;-;-;-;-
094750171171;Selbitz, St;-;-;-;-;-
094750175175;Stammbach, M;-;-;-;-;-
094750189189;Zell im Fichtelgebirge, M;-;-;-;-;-
094755428137;Issigau;-;-;-;-;-
094755428146;Lichtenberg, St;-;-;-;-;-
094755430123;Feilitzsch;-;-;-;-;-
094755430127;Gattendorf;-;-;-;-;-
094755430181;Töpen;-;-;-;-;-
094755430182;Trogen;-;-;-;-;-
094755431145;Leupoldsgrün;-;-;-;-;-
094755431165;Schauenstein, St;-;-;-;-;-
094755432174;Sparneck, M;-;-;-;-;-
094755432184;Weißdorf;-;-;-;-;-
094760145145;Kronach, St;-;-;-;-;-
094760146146;Küps, M;-;-;-;-;-
094760152152;Ludwigsstadt, St;-;-;-;-;-
094760159159;Nordhalben, M;-;-;-;-;-
094760164164;Pressig, M;-;-;-;-;-
094760175175;Steinbach a.Wald;-;-;-;-;-
094760177177;Steinwiesen, M;-;-;-;-;-
094760178178;Stockheim;-;-;-;-;-
094760179179;Tettau, M;-;-;-;-;-
094760183183;Marktrodach, M;-;-;-;-;-
094760184184;Wallenfels, St;-;-;-;-;-
094760185185;Weißenbrunn;-;-;-;-;-
094760189189;Wilhelmsthal;-;-;-;-;-
094765433166;Reichenbach;-;-;-;-;-
094765433180;Teuschnitz, St;-;-;-;-;-
094765433182;Tschirn;-;-;-;-;-
094765434154;Mitwitz, M;-;-;-;-;-
094765434171;Schneckenlohe;-;-;-;-;-
094770121121;Himmelkron;-;-;-;-;-
094770128128;Kulmbach, GKSt;-;-;-;-;-
094770136136;Mainleus, M;-;-;-;-;-
094770139139;Marktschorgast, M;-;-;-;-;-
094770142142;Neudrossenfeld;-;-;-;-;-
094770143143;Neuenmarkt;-;-;-;-;-
094770148148;Presseck, M;-;-;-;-;-
094770157157;Thurnau, M;-;-;-;-;-
094770163163;Wirsberg, M;-;-;-;-;-
094775435151;Rugendorf;-;-;-;-;-
094775435156;Stadtsteinach, St;-;-;-;-;-
094775436117;Grafengehaig, M;-;-;-;-;-
094775436138;Marktleugast, M;-;-;-;-;-
094775437118;Guttenberg;-;-;-;-;-
094775437129;Kupferberg, St;-;-;-;-;-
094775437135;Ludwigschorgast, M;-;-;-;-;-
094775437159;Untersteinach;-;-;-;-;-
094775438124;Kasendorf, M;-;-;-;-;-
094775438164;Wonsees, M;-;-;-;-;-
094775439119;Harsdorf;-;-;-;-;-
094775439127;Ködnitz;-;-;-;-;-
094775439158;Trebgast;-;-;-;-;-
094780111111;Altenkunstadt;-;-;-;-;-
094780116116;Burgkunstadt, St;-;-;-;-;-
094780120120;Ebensfeld, M;-;-;-;-;-
094780139139;Lichtenfels, St;-;-;-;-;-
094780145145;Michelau i.OFr.;-;-;-;-;-
094780165165;Bad Staffelstein, St;-;-;-;-;-
094780176176;Weismain, St;-;-;-;-;-
094785441143;Marktgraitz, M;-;-;-;-;-
094785441155;Redwitz a.d.Rodach;-;-;-;-;-
094785446127;Hochstadt a.Main;-;-;-;-;-
094785446144;Marktzeuln, M;-;-;-;-;-
094790112112;Arzberg, St;-;-;-;-;-
094790129129;Kirchenlamitz, St;-;-;-;-;-
094790135135;Marktleuthen, St;-;-;-;-;-
094790136136;Marktredwitz, GKSt;-;-;-;-;-
094790145145;Röslau;-;-;-;-;-
094790150150;Schönwald, St;-;-;-;-;-
094790152152;Selb, GKSt;-;-;-;-;-
094790166166;Weißenstadt, St;-;-;-;-;-
094790169169;Wunsiedel, St;-;-;-;-;-
094795442126;Höchstädt i.Fichtelgebirge;-;-;-;-;-
094795442158;Thiersheim, M;-;-;-;-;-
094795442159;Thierstein, M;-;-;-;-;-
094795443127;Hohenberg a.d.Eger, St;-;-;-;-;-
094795443147;Schirnding, M;-;-;-;-;-
094795444111;Bad Alexandersbad;-;-;-;-;-
094795444138;Nagel;-;-;-;-;-
094795444161;Tröstau;-;-;-;-;-
095610000000;Ansbach;-;-;-;-;-
095620000000;Erlangen;21;12;9;0,0;170,0
095630000000;Fürth;15;10;5;0,0;171,5
095640000000;Nürnberg;86;55;31;0,1;181,4
095650000000;Schwabach;-;-;-;-;-
095710113113;Arberg, M;-;-;-;-;-
095710114114;Aurach;-;-;-;-;-
095710115115;Bechhofen, M;-;-;-;-;-
095710127127;Burgoberbach;-;-;-;-;-
095710130130;Colmberg, M;-;-;-;-;-
095710135135;Dietenhofen, M;-;-;-;-;-
095710136136;Dinkelsbühl, GKSt;-;-;-;-;-
095710139139;Dürrwangen, M;-;-;-;-;-
095710145145;Feuchtwangen, St;-;-;-;-;-
095710146146;Flachslanden, M;-;-;-;-;-
095710165165;Heilsbronn, St;-;-;-;-;-
095710166166;Herrieden, St;-;-;-;-;-
095710170170;Langfurth;-;-;-;-;-
095710171171;Lehrberg, M;-;-;-;-;-
095710174174;Leutershausen, St;-;-;-;-;-
095710175175;Lichtenau, M;-;-;-;-;-
095710177177;Merkendorf, St;-;-;-;-;-
095710180180;Neuendettelsau;-;-;-;-;-
095710183183;Oberdachstetten;-;-;-;-;-
095710190190;Petersaurach;-;-;-;-;-
095710193193;Rothenburg ob der Tauber, GKSt;-;-;-;-;-
095710196196;Sachsen b.Ansbach;-;-;-;-;-
095710199199;Schnelldorf;-;-;-;-;-
095710200200;Schopfloch, M;-;-;-;-;-
095710214214;Wassertrüdingen, St;-;-;-;-;-
095710226226;Windsbach, St;-;-;-;-;-
095715501111;Adelshofen;-;-;-;-;-
095715501152;Gebsattel;-;-;-;-;-
095715501155;Geslau;-;-;-;-;-
095715501169;Insingen;-;-;-;-;-
095715501181;Neusitz;-;-;-;-;-
095715501188;Ohrenbach;-;-;-;-;-
095715501205;Steinsfeld;-;-;-;-;-
095715501225;Windelsbach;-;-;-;-;-
095715502125;Buch a.Wald;-;-;-;-;-
095715502134;Diebach;-;-;-;-;-
095715502137;Dombühl, M;-;-;-;-;-
095715502198;Schillingsfürst, St;-;-;-;-;-
095715502222;Wettringen;-;-;-;-;-
095715502228;Wörnitz;-;-;-;-;-
095715504122;Bruckberg;-;-;-;-;-
095715504194;Rügland;-;-;-;-;-
095715504217;Weihenzell;-;-;-;-;-
095715506189;Ornbau, St;-;-;-;-;-
095715506216;Weidenbach, M;-;-;-;-;-
095715507128;Burk;-;-;-;-;-
095715507132;Dentlein a.Forst, M;-;-;-;-;-
095715507223;Wieseth;-;-;-;-;-
095715508179;Mönchsroth;-;-;-;-;-
095715508218;Weiltingen, M;-;-;-;-;-
095715508224;Wilburgstetten;-;-;-;-;-
095715509141;Ehingen;-;-;-;-;-
095715509154;Gerolfingen;-;-;-;-;-
095715509192;Röckingen;-;-;-;-;-
095715509208;Unterschwaningen;-;-;-;-;-
095715509227;Wittelshofen;-;-;-;-;-
095715538178;Mitteleschenbach;-;-;-;-;-
095715538229;Wolframs-Eschenbach, St;-;-;-;-;-
095720111111;Adelsdorf;-;-;-;-;-
095720115115;Baiersdorf, St;-;-;-;-;-
095720119119;Bubenreuth;-;-;-;-;-
095720121121;Eckental, M;-;-;-;-;-
095720130130;Hemhofen;-;-;-;-;-
095720131131;Heroldsberg, M;-;-;-;-;-
095720132132;Herzogenaurach, St;-;-;-;-;-
095720135135;Höchstadt a.d.Aisch, St;-;-;-;-;-
095720137137;Kalchreuth;-;-;-;-;-
095720142142;Möhrendorf;-;-;-;-;-
095720149149;Röttenbach;-;-;-;-;-
095720160160;Wachenroth, M;-;-;-;-;-
095720164164;Weisendorf, M;-;-;-;-;-
095725510126;Gremsdorf;-;-;-;-;-
095725510139;Lonnerstadt, M;-;-;-;-;-
095725510143;Mühlhausen, M;-;-;-;-;-
095725510159;Vestenbergsgreuth, M;-;-;-;-;-
095725512114;Aurachtal;-;-;-;-;-
095725512147;Oberreichenbach;-;-;-;-;-
095725514120;Buckenhof;-;-;-;-;-
095725514141;Marloffstein;-;-;-;-;-
095725514154;Spardorf;-;-;-;-;-
095725514158;Uttenreuth;-;-;-;-;-
095725539127;Großenseebach;-;-;-;-;-
095725539133;Heßdorf;-;-;-;-;-
095730111111;Ammerndorf, M;-;-;-;-;-
095730114114;Cadolzburg, M;-;-;-;-;-
095730115115;Großhabersdorf;-;-;-;-;-
095730120120;Langenzenn, St;-;-;-;-;-
095730122122;Oberasbach, St;-;-;-;-;-
095730124124;Puschendorf;-;-;-;-;-
095730125125;Roßtal, M;-;-;-;-;-
095730127127;Stein, St;-;-;-;-;-
095730133133;Wilhermsdorf, M;-;-;-;-;-
095730134134;Zirndorf, St;-;-;-;-;-
095735517126;Seukendorf;-;-;-;-;-
095735517130;Veitsbronn;-;-;-;-;-
095735540123;Obermichelbach;-;-;-;-;-
095735540129;Tuchenbach;-;-;-;-;-
095740112112;Altdorf b.Nürnberg, St;-;-;-;-;-
095740117117;Burgthann;-;-;-;-;-
095740123123;Feucht, M;-;-;-;-;-
095740132132;Hersbruck, St;-;-;-;-;-
095740135135;Kirchensittenbach;-;-;-;-;-
095740138138;Lauf a.d.Pegnitz, St;-;-;-;-;-
095740139139;Leinburg;-;-;-;-;-
095740140140;Neuhaus a.d.Pegnitz, M;-;-;-;-;-
095740141141;Neunkirchen a.Sand;-;-;-;-;-
095740146146;Ottensoos;-;-;-;-;-
095740147147;Pommelsbrunn;-;-;-;-;-
095740150150;Reichenschwand;-;-;-;-;-
095740152152;Röthenbach a.d.Pegnitz, St;-;-;-;-;-
095740154154;Rückersdorf;-;-;-;-;-
095740155155;Schnaittach, M;-;-;-;-;-
095740156156;Schwaig b.Nürnberg;-;-;-;-;-
095740157157;Schwarzenbruck;-;-;-;-;-
095740158158;Simmelsdorf;-;-;-;-;-
095740164164;Winkelhaid;-;-;-;-;-
095745527129;Hartenstein;-;-;-;-;-
095745527160;Velden, St;-;-;-;-;-
095745527161;Vorra;-;-;-;-;-
095745528111;Alfeld;-;-;-;-;-
095745528128;Happurg;-;-;-;-;-
095745529120;Engelthal;-;-;-;-;-
095745529131;Henfenfeld;-;-;-;-;-
095745529145;Offenhausen;-;-;-;-;-
095750112112;Bad Windsheim, St;-;-;-;-;-
095750116116;Burghaslach, M;-;-;-;-;-
095750119119;Dietersheim;-;-;-;-;-
095750121121;Emskirchen, M;-;-;-;-;-
095750135135;Ipsheim, M;-;-;-;-;-
095750145145;Markt Erlbach, M;-;-;-;-;-
095750153153;Neustadt a.d.Aisch, St;-;-;-;-;-
095750156156;Obernzenn, M;-;-;-;-;-
095755518138;Langenfeld;-;-;-;-;-
095755518144;Markt Bibart, M;-;-;-;-;-
095755518147;Markt Taschendorf, M;-;-;-;-;-
095755518157;Oberscheinfeld, M;-;-;-;-;-
095755518161;Scheinfeld, St;-;-;-;-;-
095755518165;Sugenheim, M;-;-;-;-;-
095755519122;Ergersheim;-;-;-;-;-
095755519127;Gollhofen;-;-;-;-;-
095755519130;Hemmersheim;-;-;-;-;-
095755519134;Ippesheim, M;-;-;-;-;-
095755519146;Markt Nordheim, M;-;-;-;-;-
095755519155;Oberickelsheim;-;-;-;-;-
095755519163;Simmershofen;-;-;-;-;-
095755519168;Uffenheim, St;-;-;-;-;-
095755519179;Weigenheim;-;-;-;-;-
095755520129;Hagenbüchach;-;-;-;-;-
095755520181;Wilhelmsdorf;-;-;-;-;-
095755521113;Baudenbach, M;-;-;-;-;-
095755521118;Diespeck;-;-;-;-;-
095755521128;Gutenstetten;-;-;-;-;-
095755521150;Münchsteinach;-;-;-;-;-
095755522117;Dachsbach, M;-;-;-;-;-
095755522125;Gerhardshofen;-;-;-;-;-
095755522167;Uehlfeld, M;-;-;-;-;-
095755524115;Burgbernheim, St;-;-;-;-;-
095755524124;Gallmersgarten;-;-;-;-;-
095755524133;Illesheim;-;-;-;-;-
095755524143;Marktbergel, M;-;-;-;-;-
095755525152;Neuhof a.d.Zenn, M;-;-;-;-;-
095755525166;Trautskirchen;-;-;-;-;-
095760111111;Abenberg, St;-;-;-;-;-
095760113113;Allersberg, M;-;-;-;-;-
095760117117;Büchenbach;-;-;-;-;-
095760121121;Georgensgmünd;-;-;-;-;-
095760122122;Greding, St;-;-;-;-;-
095760126126;Heideck, St;-;-;-;-;-
095760127127;Hilpoltstein, St;-;-;-;-;-
095760128128;Kammerstein;-;-;-;-;-
095760132132;Schwanstetten, M;-;-;-;-;-
095760137137;Rednitzhembach;-;-;-;-;-
095760141141;Röttenbach;-;-;-;-;-
095760142142;Rohr;-;-;-;-;-
095760143143;Roth, St;-;-;-;-;-
095760147147;Spalt, St;-;-;-;-;-
095760148148;Thalmässing, M;-;-;-;-;-
095760151151;Wendelstein, M;-;-;-;-;-
095770114114;Muhr a.See;-;-;-;-;-
095770136136;Gunzenhausen, St;-;-;-;-;-
095770148148;Langenaltheim;-;-;-;-;-
095770158158;Pappenheim, St;-;-;-;-;-
095770161161;Pleinfeld, M;-;-;-;-;-
095770162162;Polsingen;-;-;-;-;-
095770168168;Solnhofen;-;-;-;-;-
095770173173;Treuchtlingen, St;-;-;-;-;-
095770177177;Weißenburg i.Bay., GKSt;-;-;-;-;-
095775532111;Absberg, M;-;-;-;-;-
095775532138;Haundorf;-;-;-;-;-
095775532159;Pfofeld;-;-;-;-;-
095775532172;Theilenhofen;-;-;-;-;-
095775533113;Alesheim;-;-;-;-;-
095775533122;Dittenheim;-;-;-;-;-
095775533149;Markt Berolzheim, M;-;-;-;-;-
095775533150;Meinheim;-;-;-;-;-
095775534125;Ellingen, St;-;-;-;-;-
095775534127;Ettenstatt;-;-;-;-;-
095775534141;Höttingen;-;-;-;-;-
095775535115;Bergen;-;-;-;-;-
095775535120;Burgsalach;-;-;-;-;-
095775535151;Nennslingen, M;-;-;-;-;-
095775535163;Raitenbuch;-;-;-;-;-
095775536133;Gnotzheim, M;-;-;-;-;-
095775536140;Heidenheim, M;-;-;-;-;-
095775536179;Westheim;-;-;-;-;-
096610000000;Aschaffenburg;374;228;146;0,4;35,7
096620000000;Schweinfurt;-;-;-;-;-
096630000000;Würzburg;51;30;21;0,1;92,4
096710111111;Alzenau, St;68;40;28;0,1;37,4
096710112112;Bessenbach;14;10;4;0,0;43,8
096710114114;Karlstein a.Main;36;22;14;0,0;31,8
096710119119;Geiselbach;-;-;-;-;-
096710120120;Glattbach;10;7;3;0,0;37,2
096710121121;Goldbach, M;28;17;11;0,0;39,2
096710122122;Großostheim, M;146;84;62;0,2;29,0
096710124124;Haibach;27;17;10;0,0;40,1
096710130130;Hösbach, M;49;33;16;0,1;42,1
096710133133;Johannesberg;15;9;6;0,0;37,2
096710134134;Kahl a.Main;27;20;7;0,0;33,7
096710136136;Kleinostheim;41;30;11;0,0;32,4
096710139139;Laufach;22;13;9;0,0;48,1
096710140140;Mainaschaff;47;29;18;0,1;32,8
096710143143;Mömbris, M;30;19;11;0,0;40,7
096710148148;Rothenbuch;-;-;-;-;-
096710150150;Sailauf;-;-;-;-;-
096710155155;Stockstadt a.Main, M;48;20;28;0,1;29,6
096710156156;Waldaschaff;-;-;-;-;-
096710157157;Weibersbrunn;-;-;-;-;-
096715602126;Heigenbrücken;-;-;-;-;-
096715602128;Heinrichsthal;-;-;-;-;-
096715603127;Heimbuchenthal;-;-;-;-;-
096715603141;Mespelbrunn;-;-;-;-;-
096715603160;Dammbach;-;-;-;-;-
096715604113;Blankenbach;-;-;-;-;-
096715604135;Kleinkahl;-;-;-;-;-
096715604138;Krombach;-;-;-;-;-
096715604152;Schöllkrippen, M;-;-;-;-;-
096715604153;Sommerkahl;-;-;-;-;-
096715604159;Westerngrund;-;-;-;-;-
096715604162;Wiesen;-;-;-;-;-
096720112112;Bad Bocklet, M;-;-;-;-;-
096720113113;Bad Brückenau, St;-;-;-;-;-
096720114114;Bad Kissingen, GKSt;-;-;-;-;-
096720117117;Burkardroth, M;-;-;-;-;-
096720127127;Hammelburg, St;-;-;-;-;-
096720134134;Motten;-;-;-;-;-
096720135135;Münnerstadt, St;-;-;-;-;-
096720136136;Nüdlingen;-;-;-;-;-
096720139139;Oberthulba, M;-;-;-;-;-
096720140140;Oerlenbach;-;-;-;-;-
096720161161;Wartmannsroth;-;-;-;-;-
096720163163;Wildflecken, M;-;-;-;-;-
096720166166;Zeitlofs, M;-;-;-;-;-
096725606126;Geroda, M;-;-;-;-;-
096725606138;Oberleichtersbach;-;-;-;-;-
096725606145;Riedenberg;-;-;-;-;-
096725606149;Schondra, M;-;-;-;-;-
096725607121;Elfershausen, M;-;-;-;-;-
096725607124;Fuchsstadt;-;-;-;-;-
096725608111;Aura a.d.Saale;-;-;-;-;-
096725608122;Euerdorf, M;-;-;-;-;-
096725608142;Ramsthal;-;-;-;-;-
096725608155;Sulzthal, M;-;-;-;-;-
096725609131;Maßbach, M;-;-;-;-;-
096725609143;Rannungen;-;-;-;-;-
096725609157;Thundorf i.UFr.;-;-;-;-;-
096730114114;Bad Neustadt a.d.Saale, St;-;-;-;-;-
096730116116;Bastheim;-;-;-;-;-
096730117117;Bischofsheim i.d.Rhön, St;-;-;-;-;-
096730141141;Bad Königshofen i.Grabfeld, St;-;-;-;-;-
096730149149;Oberelsbach, M;-;-;-;-;-
096730162162;Sandberg;-;-;-;-;-
096735633116;Bastheim;-;-;-;-;-
096735633130;Hendungen;-;-;-;-;-
096735633142;Mellrichstadt, St;-;-;-;-;-
096735633151;Oberstreu;-;-;-;-;-
096735633170;Stockheim;-;-;-;-;-
096735634113;Aubstadt;-;-;-;-;-
096735634126;Großbardorf;-;-;-;-;-
096735634131;Herbstadt;-;-;-;-;-
096735634134;Höchheim;-;-;-;-;-
096735634172;Sulzdorf a.d.Lederhecke;-;-;-;-;-
096735634173;Sulzfeld;-;-;-;-;-
096735634174;Trappstadt, M;-;-;-;-;-
096735635135;Hohenroth;-;-;-;-;-
096735635146;Niederlauer;-;-;-;-;-
096735635156;Rödelmaier;-;-;-;-;-
096735635161;Salz;-;-;-;-;-
096735635163;Schönau a.d.Brend;-;-;-;-;-
096735635171;Strahlungen;-;-;-;-;-
096735635186;Burglauer;-;-;-;-;-
096735637123;Fladungen, St;-;-;-;-;-
096735637129;Hausen;-;-;-;-;-
096735637147;Nordheim v.d.Rhön;-;-;-;-;-
096735638133;Heustreu;-;-;-;-;-
096735638136;Hollstadt;-;-;-;-;-
096735638175;Unsleben;-;-;-;-;-
096735638183;Wollbach;-;-;-;-;-
096735639153;Ostheim v.d.Rhön, St;-;-;-;-;-
096735639167;Sondheim v.d.Rhön;-;-;-;-;-
096735639182;Willmars;-;-;-;-;-
096735640127;Großeibstadt;-;-;-;-;-
096735640160;Saal a.d.Saale, M;-;-;-;-;-
096735640184;Wülfershausen a.d.Saale;-;-;-;-;-
096740133133;Eltmann, St;-;-;-;-;-
096740147147;Haßfurt, St;-;-;-;-;-
096740159159;Oberaurach;-;-;-;-;-
096740163163;Knetzgau;-;-;-;-;-
096740164164;Königsberg i.Bay., St;-;-;-;-;-
096740171171;Maroldsweisach, M;-;-;-;-;-
096740187187;Rauhenebrach;-;-;-;-;-
096740195195;Sand a.Main;-;-;-;-;-
096740210210;Untermerzbach;-;-;-;-;-
096740221221;Zeil a.Main, St;-;-;-;-;-
096745610118;Breitbrunn;-;-;-;-;-
096745610129;Ebelsbach;-;-;-;-;-
096745610160;Kirchlauter;-;-;-;-;-
096745610201;Stettfeld;-;-;-;-;-
096745611130;Ebern, St;-;-;-;-;-
096745611184;Pfarrweisach;-;-;-;-;-
096745611190;Rentweinsdorf, M;-;-;-;-;-
096745612111;Aidhausen;-;-;-;-;-
096745612120;Bundorf;-;-;-;-;-
096745612121;Burgpreppach, M;-;-;-;-;-
096745612149;Hofheim i.UFr., St;-;-;-;-;-
096745612153;Riedbach;-;-;-;-;-
096745612223;Ermershausen;-;-;-;-;-
096745613139;Gädheim;-;-;-;-;-
096745613180;Theres;-;-;-;-;-
096745613219;Wonfurt;-;-;-;-;-
096750117117;Dettelbach, St;-;-;-;-;-
096750127127;Geiselwind, M;-;-;-;-;-
096750141141;Kitzingen, GKSt;-;-;-;-;-
096750144144;Mainbernheim, St;-;-;-;-;-
096750158158;Prichsenstadt, St;-;-;-;-;-
